"Country","Confirmed","Deaths","Recovered","Active","Date","Lat","Long"
"Sierra Leone",35,0,6,29,2020-04-19,"8.460555","-11.779889"
"Singapore",6588,11,768,5809,2020-04-19,"1.352083","103.819836"
"Slovakia",1161,12,229,920,2020-04-19,"48.669026","19.699024"
"Slovenia",1330,74,192,1064,2020-04-19,"46.151241","14.995463"
"Somalia",164,7,3,154,2020-04-19,"5.152149","46.199616"
"South Africa",3158,54,903,2201,2020-04-19,"-30.559482","22.937506"
"South Sudan",4,0,0,4,2020-04-19,"6.8770","31.3070"
"Spain",198674,20453,77357,100864,2020-04-19,"40.463667","-3.74922"
"Sri Lanka",271,7,96,168,2020-04-19,"7.873054","80.771797"
"Sudan",66,10,6,50,2020-04-19,"12.862807","30.217636"
"Suriname",10,1,6,3,2020-04-19,"3.919305","-56.027783"
"Sweden",14385,1540,550,12295,2020-04-19,"60.128161","18.643501"
"Switzerland",27740,1393,17800,8547,2020-04-19,"46.818188","8.227512"
"Syria",39,3,5,31,2020-04-19,"34.802075","38.996815"
"Taiwan*",420,6,189,225,2020-04-19,"23.69781","120.960515"
"Tanzania",170,7,11,152,2020-04-19,"-6.369028","34.888822"
"Thailand",2765,47,1928,790,2020-04-19,"15.870032","100.992541"
"Timor-Leste",19,0,1,18,2020-04-19,"-8.874217","125.727539"
"Togo",84,5,52,27,2020-04-19,"8.619543","0.824782"
"Trinidad and Tobago",114,8,21,85,2020-04-19,"10.691803","-61.222503"
"Tunisia",879,38,43,798,2020-04-19,"33.886917","9.537499"
"Turkey",86306,2017,11976,72313,2020-04-19,"38.963745","35.243322"
"Uganda",55,0,28,27,2020-04-19,"1.373333","32.290275"
"Ukraine",5449,141,347,4961,2020-04-19,"48.379433","31.16558"
"United Arab Emirates",6781,41,1286,5454,2020-04-19,"23.424076","53.847818"
"United Kingdom",121172,16095,436,104641,2020-04-19,"55.378051","-3.435973"
"Uruguay",517,10,298,209,2020-04-19,"-32.522779","-55.765835"
"US",759086,40661,70337,648088,2020-04-19,"37.09024","-95.712891"
"Uzbekistan",1565,5,225,1335,2020-04-19,"41.377491","64.585262"
"Venezuela",256,9,117,130,2020-04-19,"6.42375","-66.58973"
"Vietnam",268,0,202,66,2020-04-19,"14.058324","108.277199"
"West Bank and Gaza",437,3,71,363,2020-04-19,"31.952162","35.233154"
"Western Sahara",6,0,0,6,2020-04-19,"24.215527","-12.885834"
"Yemen",1,0,0,1,2020-04-19,"-22.95764","18.49041"
"Zambia",61,3,33,25,2020-04-19,"-13.133897","27.849332"
"Zimbabwe",25,3,2,20,2020-04-19,"-19.015438","29.154857"
"Afghanistan",933,30,112,791,2020-04-18,"33.93911","67.709953"
"Albania",548,26,302,220,2020-04-18,"41.153332","20.168331"
"Algeria",2534,367,894,1273,2020-04-18,"28.033886","1.659626"
"Andorra",704,35,205,464,2020-04-18,"42.546245","1.601554"
"Angola",24,2,6,16,2020-04-18,"-11.202692","17.873887"
"Antigua and Barbuda",23,3,3,17,2020-04-18,"17.060816","-61.796428"
"Argentina",2758,129,685,1944,2020-04-18,"-38.416097","-63.616672"
"Armenia",1248,20,523,705,2020-04-18,"40.069099","45.038189"
"Australia",6547,67,4124,2356,2020-04-18,"-25.274398","133.775136"
"Austria",14671,443,10214,4014,2020-04-18,"47.516231","14.550072"
"Azerbaijan",1373,18,590,765,2020-04-18,"40.143105","47.576927"
"Bahamas",55,9,10,36,2020-04-18,"25.03428","-77.39628"
"Bahrain",1773,7,755,1011,2020-04-18,"25.930414","50.637772"
"Bangladesh",2144,84,66,1994,2020-04-18,"23.684994","90.356331"
"Barbados",75,5,17,53,2020-04-18,"13.193887","-59.543198"
"Belarus",4779,45,342,4392,2020-04-18,"53.709807","27.953389"
"Belgium",37183,5453,8348,23382,2020-04-18,"50.503887","4.469936"
"Belize",18,2,0,16,2020-04-18,"17.189877","-88.49765"
"Benin",35,1,18,16,2020-04-18,"9.30769","2.315834"
"Bhutan",5,0,2,3,2020-04-18,"27.514162","90.433601"
"Bolivia",493,31,31,431,2020-04-18,"-16.290154","-63.588653"
"Bosnia and Herzegovina",1268,47,338,883,2020-04-18,"43.915886","17.679076"
"Botswana",15,1,0,14,2020-04-18,"-22.328474","24.684866"
"Brazil",36658,2354,14026,20278,2020-04-18,"-14.235004","-51.92528"
"Brunei",137,1,113,23,2020-04-18,"4.535277","114.727669"
"Bulgaria",878,41,153,684,2020-04-18,"42.733883","25.48583"
"Burkina Faso",565,36,321,208,2020-04-18,"12.238333","-1.561593"
"Burma",98,5,5,88,2020-04-18,"21.913965","95.956223"
"Burundi",5,1,0,4,2020-04-18,"-3.373056","29.918886"
"Cabo Verde",58,1,1,56,2020-04-18,"16.002082","-24.013197"
"Cambodia",122,0,103,19,2020-04-18,"12.565679","104.990963"
"Cameroon",1017,22,177,818,2020-04-18,"7.369722","12.354722"
"Canada",34356,1400,10964,21992,2020-04-18,"56.130366","-106.346771"
"Central African Republic",12,0,4,8,2020-04-18,"6.611111","20.939444"
"Chad",33,0,8,25,2020-04-18,"15.454166","18.732207"
"Chile",9730,126,4035,5569,2020-04-18,"-35.675147","-71.542969"
"China",83787,4636,77614,1537,2020-04-18,"35.86166","104.195397"
"Colombia",3439,153,634,2652,2020-04-18,"4.570868","-74.297333"
"Congo (Brazzaville)",143,6,11,126,2020-04-18,"-0.228021","15.827659"
"Congo (Kinshasa)",307,25,26,256,2020-04-18,"-4.038333","21.758664"
"Costa Rica",655,4,97,554,2020-04-18,"9.748917","-83.753428"
"Cote d'Ivoire",801,8,239,554,2020-04-18,"7.539989","-5.54708"
"Croatia",1832,39,615,1178,2020-04-18,"45.1","15.2"
"Cuba",986,32,227,727,2020-04-18,"21.521757","-77.781167"
"Cyprus",761,12,79,670,2020-04-18,"35.126413","33.429859"
"Czechia",6606,181,1227,5198,2020-04-18,"49.817492","15.472962"
"Denmark",7437,346,4031,3060,2020-04-18,"56.26392","9.501785"
"Diamond Princess",712,13,644,55,2020-04-18,"37.09024","-95.712891"
"Djibouti",732,2,76,654,2020-04-18,"11.825138","42.590275"
"Dominica",16,0,8,8,2020-04-18,"15.414999","-61.370976"
"Dominican Republic",4335,217,312,3806,2020-04-18,"18.735693","-70.162651"
"Ecuador",9022,456,1008,7558,2020-04-18,"-1.831239","-78.183406"
"Egypt",3032,224,701,2107,2020-04-18,"26.820553","30.802498"
"El Salvador",190,7,43,140,2020-04-18,"13.794185","-88.89653"
"Equatorial Guinea",79,0,4,75,2020-04-18,"1.650801","10.267895"
"Eritrea",39,0,3,36,2020-04-18,"15.179384","39.782334"
"Estonia",1512,38,162,1312,2020-04-18,"58.595272","25.013607"
"Eswatini",22,1,8,13,2020-04-18,"-26.522503","31.465866"
"Ethiopia",105,3,16,86,2020-04-18,"9.145","40.489673"
"Fiji",17,0,0,17,2020-04-18,"-16.578193","179.414413"
"Finland",3681,90,1700,1891,2020-04-18,"61.92411","25.748151"
"France",149149,19345,36587,93217,2020-04-18,"46.227638","2.213749"
"Gabon",108,1,7,100,2020-04-18,"-0.803689","11.609444"
"Gambia",9,1,2,6,2020-04-18,"13.443182","-15.310139"
"Georgia",388,4,86,298,2020-04-18,"42.315407","43.356892"
"Germany",143342,4459,85400,53483,2020-04-18,"51.165691","10.451526"
"Ghana",834,9,99,726,2020-04-18,"7.946527","-1.023194"
"Greece",2235,110,269,1856,2020-04-18,"39.074208","21.824312"
"Grenada",14,0,6,8,2020-04-18,"12.262776","-61.604171"
"Guatemala",235,7,21,207,2020-04-18,"15.783471","-90.230759"
"Guinea",518,3,65,450,2020-04-18,"9.945587","-9.696645"
"Guinea-Bissau",46,0,0,46,2020-04-18,"11.803749","-15.180413"
"Guyana",63,6,9,48,2020-04-18,"4.860416","-58.93018"
"Haiti",44,3,0,41,2020-04-18,"18.971187","-72.285215"
"Holy See",8,0,2,6,2020-04-18,"41.902916","12.453389"
"Honduras",457,46,10,401,2020-04-18,"15.199999","-86.241905"
"Hungary",1834,172,231,1431,2020-04-18,"47.162494","19.503304"
"Iceland",1760,9,1291,460,2020-04-18,"64.963051","-19.020835"
"India",15722,521,2463,12738,2020-04-18,"20.593684","78.96288"
"Indonesia",6248,535,631,5082,2020-04-18,"-0.789275","113.921327"
"Iran",80868,5031,55987,19850,2020-04-18,"32.427908","53.688046"
"Iraq",1513,82,953,478,2020-04-18,"33.223191","43.679291"
"Ireland",14758,571,77,14110,2020-04-18,"53.41291","-8.24389"
"Israel",13265,164,3456,9645,2020-04-18,"31.046051","34.851612"
"Italy",175925,23227,44927,107771,2020-04-18,"41.87194","12.56738"
"Jamaica",163,5,25,133,2020-04-18,"18.109581","-77.297508"
"Japan",10296,222,1069,9005,2020-04-18,"36.204824","138.252924"
"Jordan",413,7,269,137,2020-04-18,"30.585164","36.238414"
"Kazakhstan",1615,17,377,1221,2020-04-18,"48.019573","66.923684"
"Kenya",262,12,60,190,2020-04-18,"-0.023559","37.906193"
"Korea, South",10653,232,7937,2484,2020-04-18,"35.907757","127.766922"
"Kosovo",510,12,93,405,2020-04-18,"42.602636","20.902977"
"Kuwait",1751,6,280,1465,2020-04-18,"29.31166","47.481766"
"Kyrgyzstan",506,5,130,371,2020-04-18,"41.20438","74.766098"
"Laos",19,0,2,17,2020-04-18,"19.85627","102.495496"
"Latvia",712,5,88,619,2020-04-18,"56.879635","24.603189"
"Lebanon",672,21,99,552,2020-04-18,"33.854721","35.862285"
"Liberia",76,7,7,62,2020-04-18,"6.428055","-9.429499"
"Libya",49,1,11,37,2020-04-18,"26.3351","17.228331"
"Liechtenstein",79,1,55,23,2020-04-18,"47.166","9.555373"
"Lithuania",1239,33,228,978,2020-04-18,"55.169438","23.881275"
"Luxembourg",3537,72,601,2864,2020-04-18,"49.815273","6.129583"
"Madagascar",120,0,35,85,2020-04-18,"-18.766947","46.869107"
"Malawi",17,2,3,12,2020-04-18,"-13.254308","34.301525"
"Malaysia",5305,88,3102,2115,2020-04-18,"4.210484","101.975766"
"Maldives",35,0,16,19,2020-04-18,"3.202778","73.22068"
"Mali",216,13,41,162,2020-04-18,"17.570692","-3.996166"
"Malta",426,3,99,324,2020-04-18,"35.937496","14.375416"
"Mauritania",7,1,2,4,2020-04-18,"21.00789","-10.940835"
"Mauritius",325,9,180,136,2020-04-18,"-20.348404","57.552152"
"Mexico",6875,546,2125,4204,2020-04-18,"23.634501","-102.552784"
"Moldova",2378,57,391,1930,2020-04-18,"47.411631","28.369885"
"Monaco",94,3,22,69,2020-04-18,"43.750298","7.412841"
"Mongolia",31,0,5,26,2020-04-18,"46.862496","103.846656"
"Montenegro",307,5,55,247,2020-04-18,"42.708678","19.37439"
"Morocco",2685,137,314,2234,2020-04-18,"31.791702","-7.09262"
"Mozambique",35,0,4,31,2020-04-18,"-18.665695","35.529562"
"MS Zaandam",9,2,0,7,2020-04-18,"52.442039","4.829199"
"Namibia",16,0,6,10,2020-04-18,"-22.95764","18.49041"
"Nepal",31,0,2,29,2020-04-18,"28.394857","84.124008"
"Netherlands",31766,3613,317,27836,2020-04-18,"52.132633","5.291266"
"New Zealand",1422,11,867,544,2020-04-18,"-40.900557","174.885971"
"Nicaragua",9,2,6,1,2020-04-18,"12.865416","-85.207229"
"Niger",639,19,113,507,2020-04-18,"17.607789","8.081666"
"Nigeria",542,19,166,357,2020-04-18,"9.081999","8.675277"
"North Macedonia",1170,49,164,957,2020-04-18,"41.608635","21.745275"
"Norway",7036,164,32,6840,2020-04-18,"60.472024","8.468946"
"Oman",1180,6,176,998,2020-04-18,"21.512583","55.923255"
"Pakistan",7638,143,1832,5663,2020-04-18,"30.375321","69.345116"
"Panama",4210,116,122,3972,2020-04-18,"8.537981","-80.782127"
"Papua New Guinea",7,0,0,7,2020-04-18,"-6.314993","143.95555"
"Paraguay",202,8,35,159,2020-04-18,"-23.442503","-58.443832"
"Peru",14420,348,6684,7388,2020-04-18,"-9.189967","-75.015152"
"Philippines",6087,397,516,5174,2020-04-18,"12.879721","121.774017"
"Poland",8742,347,981,7414,2020-04-18,"51.919438","19.145136"
"Portugal",19685,687,610,18388,2020-04-18,"39.399872","-8.224454"
"Qatar",5008,8,510,4490,2020-04-18,"25.354826","51.183884"
"Romania",8418,421,1730,6267,2020-04-18,"45.943161","24.96676"
"Russia",36793,313,3057,33423,2020-04-18,"61.52401","105.318756"
"Rwanda",144,0,69,75,2020-04-18,"-1.940278","29.873888"
"Saint Kitts and Nevis",14,0,0,14,2020-04-18,"17.357822","-62.782998"
"Saint Lucia",15,0,11,4,2020-04-18,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",12,0,1,11,2020-04-18,"12.984305","-61.287228"
"San Marino",455,39,60,356,2020-04-18,"43.94236","12.457777"
"Sao Tome and Principe",4,0,0,4,2020-04-18,"-22.95764","18.49041"
"Saudi Arabia",8274,92,1329,6853,2020-04-18,"23.885942","45.079162"
"Senegal",350,3,211,136,2020-04-18,"14.497401","-14.452362"
"Serbia",5994,117,637,5240,2020-04-18,"44.016521","21.005859"
"Seychelles",11,0,5,6,2020-04-18,"-4.679574","55.491977"
"Sierra Leone",30,0,0,30,2020-04-18,"8.460555","-11.779889"
"Singapore",5992,11,740,5241,2020-04-18,"1.352083","103.819836"
"Slovakia",1089,11,213,865,2020-04-18,"48.669026","19.699024"
"Slovenia",1317,70,190,1057,2020-04-18,"46.151241","14.995463"
"Somalia",135,7,2,126,2020-04-18,"5.152149","46.199616"
"South Africa",3034,52,903,2079,2020-04-18,"-30.559482","22.937506"
"South Sudan",4,0,0,4,2020-04-18,"6.8770","31.3070"
"Spain",191726,20043,74797,96886,2020-04-18,"40.463667","-3.74922"
"Sri Lanka",254,7,86,161,2020-04-18,"7.873054","80.771797"
"Sudan",66,10,6,50,2020-04-18,"12.862807","30.217636"
"Suriname",10,1,6,3,2020-04-18,"3.919305","-56.027783"
"Sweden",13822,1511,550,11761,2020-04-18,"60.128161","18.643501"
"Switzerland",27404,1368,17100,8936,2020-04-18,"46.818188","8.227512"
"Syria",38,2,5,31,2020-04-18,"34.802075","38.996815"
"Taiwan*",398,6,178,214,2020-04-18,"23.69781","120.960515"
"Tanzania",147,5,11,131,2020-04-18,"-6.369028","34.888822"
"Thailand",2733,47,1787,899,2020-04-18,"15.870032","100.992541"
"Timor-Leste",18,0,1,17,2020-04-18,"-8.874217","125.727539"
"Togo",84,5,49,30,2020-04-18,"8.619543","0.824782"
"Trinidad and Tobago",114,8,21,85,2020-04-18,"10.691803","-61.222503"
"Tunisia",864,37,43,784,2020-04-18,"33.886917","9.537499"
"Turkey",82329,1890,10453,69986,2020-04-18,"38.963745","35.243322"
"Uganda",55,0,22,33,2020-04-18,"1.373333","32.290275"
"Ukraine",5106,133,275,4698,2020-04-18,"48.379433","31.16558"
"United Arab Emirates",6302,37,1188,5077,2020-04-18,"23.424076","53.847818"
"United Kingdom",115314,15498,414,99402,2020-04-18,"55.378051","-3.435973"
"Uruguay",508,9,294,205,2020-04-18,"-32.522779","-55.765835"
"US",732197,38664,64840,628693,2020-04-18,"37.09024","-95.712891"
"Uzbekistan",1490,5,194,1291,2020-04-18,"41.377491","64.585262"
"Venezuela",227,9,113,105,2020-04-18,"6.42375","-66.58973"
"Vietnam",268,0,201,67,2020-04-18,"14.058324","108.277199"
